Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Tipo Agregado
Casa;Olaria;2;0;1;119;1700.0;0.0;0.0;14.29;Casa
Casa de Condomínio;Guaratiba;2;1;2;75;1700.0;0.0;0.0;22.67;Casa
Apartamento;Cachambi;2;1;1;65;1900.0;0.0;0.0;29.23;Apartmento
Apartamento;Vargem Grande;4;0;1;180;1900.0;0.0;176.0;10.56;Apartmento
Casa de Vila;Vaz Lobo;1;0;0;50;700.0;0.0;0.0;14.0;Casa
Quitinete;Ipanema;1;0;1;30;6500.0;0.0;0.0;216.67;Apartmento
Casa de Vila;Rocha Miranda;1;0;0;44;700.0;0.0;0.0;15.91;Casa
Casa;Laranjeiras;5;6;5;980;10000.0;0.0;1200.0;10.2;Casa
Casa;Botafogo;2;1;1;108;3800.0;0.0;0.0;35.19;Casa
Casa de Condomínio;Barra da Tijuca;5;0;5;850;28000.0;0.0;0.0;32.94;Casa
Apartamento;Guadalupe;2;0;0;46;650.0;0.0;0.0;14.13;Apartmento
Casa;Recreio dos Bandeirantes;3;30;0;600;8000.0;0.0;280.0;13.33;Casa
Casa de Vila;Madureira;1;1;0;52;900.0;0.0;0.0;17.31;Casa
Apartamento;Méier;2;0;0;60;900.0;0.0;0.0;15.0;Apartmento
Apartamento;Braz de Pina;2;0;0;55;950.0;0.0;0.0;17.27;Apartmento
Apartamento;Barra da Tijuca;2;0;2;160;12000.0;0.0;0.0;75.0;Apartmento
Casa de Vila;Bento Ribeiro;1;0;0;35;780.0;0.0;14.0;22.29;Casa
Apartamento;Bonsucesso;2;0;0;54;1000.0;0.0;0.0;18.52;Apartmento
Flat;Copacabana;1;1;1;60;5000.0;0.0;0.0;83.33;Apartmento
Apartamento;Rocha Miranda;1;0;0;28;900.0;0.0;0.0;32.14;Apartmento
Apartamento;Higienópolis;2;0;1;80;1500.0;0.0;27.0;18.75;Apartmento
Quitinete;Padre Miguel;1;0;0;55;450.0;0.0;0.0;8.18;Apartmento
Apartamento;Bonsucesso;3;0;0;100;1300.0;0.0;0.0;13.0;Apartmento
Apartamento;Campo Grande;3;1;0;50;900.0;0.0;0.0;18.0;Apartmento
Apartamento;Flamengo;1;0;0;40;3000.0;0.0;0.0;75.0;Apartmento
Casa;Campo Grande;2;1;0;73;1200.0;0.0;0.0;16.44;Casa
Casa de Vila;Vila da Penha;1;0;0;40;850.0;0.0;0.0;21.25;Casa
Casa;Recreio dos Bandeirantes;5;4;3;360;15000.0;0.0;607.0;41.67;Casa
Casa de Condomínio;Barra da Tijuca;5;6;5;1300;34009.0;0.0;0.0;26.16;Casa
Apartamento;Gardênia Azul;1;0;0;27;650.0;0.0;0.0;24.07;Apartmento
Apartamento;Campo Grande;1;0;0;40;500.0;0.0;0.0;12.5;Apartmento
Casa;Botafogo;4;0;1;300;10500.0;0.0;40.0;35.0;Casa
Apartamento;Botafogo;1;0;0;24;2200.0;0.0;0.0;91.67;Apartmento
Casa de Vila;Vila Valqueire;2;1;0;65;980.0;0.0;60.0;15.08;Casa
Apartamento;Gardênia Azul;2;0;1;45;850.0;0.0;0.0;18.89;Apartmento
Casa;Curicica;3;1;1;180;1950.0;0.0;0.0;10.83;Casa
Casa;Grajaú;3;1;0;294;3500.0;0.0;0.0;11.9;Casa
Apartamento;Taquara;1;0;0;30;700.0;0.0;0.0;23.33;Apartmento
Apartamento;Copacabana;4;0;1;70;3500.0;0.0;0.0;50.0;Apartmento
Apartamento;Copacabana;2;1;0;62;4000.0;0.0;0.0;64.52;Apartmento
Apartamento;Copacabana;3;1;0;90;4500.0;0.0;0.0;50.0;Apartmento
Apartamento;Engenho de Dentro;1;0;0;32;800.0;0.0;0.0;25.0;Apartmento
Casa;Glória;7;2;0;883;40000.0;0.0;1040.0;45.3;Casa
Casa de Vila;São Cristóvão;1;0;0;45;1000.0;0.0;15.0;22.22;Casa
Casa de Vila;Lins de Vasconcelos;2;0;0;50;900.0;0.0;0.0;18.0;Casa
Casa;Campo Grande;4;2;0;120;1600.0;0.0;0.0;13.33;Casa
Casa;Barra da Tijuca;1;0;1;55;1600.0;0.0;0.0;29.09;Casa
Apartamento;Campo Grande;2;1;0;50;1050.0;0.0;0.0;21.0;Apartmento
Casa;Cosmos;1;1;0;36;500.0;0.0;0.0;13.89;Casa
Quitinete;Gardênia Azul;1;0;0;25;490.0;0.0;0.0;19.6;Apartmento
Quitinete;Irajá;1;0;0;20;500.0;0.0;0.0;25.0;Apartmento
Casa de Condomínio;São Cristóvão;2;0;2;120;2000.0;0.0;0.0;16.67;Casa
Casa;Jacaré;2;1;0;80;1500.0;0.0;150.0;18.75;Casa
Apartamento;Ipanema;1;1;1;65;6000.0;0.0;0.0;92.31;Apartmento
Casa;Campo Grande;1;1;0;61;830.0;0.0;0.0;13.61;Casa
Apartamento;Icaraí;3;1;1;166;2950.0;0.0;0.0;17.77;Apartmento
Apartamento;Campo Grande;3;1;0;50;900.0;0.0;0.0;18.0;Apartmento
Casa de Vila;Olaria;1;0;0;40;800.0;0.0;0.0;20.0;Casa
Casa;Curicica;3;5;1;150;2500.0;0.0;1200.0;16.67;Casa
Apartamento;Copacabana;3;0;1;100;8000.0;0.0;0.0;80.0;Apartmento
Casa de Vila;Tijuca;2;0;0;75;2200.0;0.0;0.0;29.33;Casa
Casa de Vila;Riachuelo;2;0;0;43;1000.0;0.0;120.0;23.26;Casa
Casa;Inhoaíba;1;0;0;50;600.0;0.0;0.0;12.0;Casa
Casa;Pechincha;5;3;1;300;3000.0;0.0;290.0;10.0;Casa
Casa;Méier;4;1;0;180;2500.0;0.0;80.0;13.89;Casa
Apartamento;Copacabana;1;0;0;35;3000.0;0.0;0.0;85.71;Apartmento
Casa;Irajá;2;1;1;60;1150.0;0.0;0.0;19.17;Casa
Casa;Jardim Botânico;7;6;4;845;35000.0;0.0;0.0;41.42;Casa
Casa;Turiaçu;2;1;0;45;700.0;0.0;0.0;15.56;Casa
Apartamento;Riachuelo;2;0;0;43;900.0;0.0;16.0;20.93;Apartmento
Apartamento;Copacabana;1;0;0;30;2600.0;0.0;0.0;86.67;Apartmento
Apartamento;Anil;2;0;0;48;1070.0;0.0;0.0;22.29;Apartmento
Apartamento;Campo Grande;1;0;0;40;480.0;0.0;0.0;12.0;Apartmento
Flat;Centro;1;0;1;32;2950.0;0.0;0.0;92.19;Apartmento
Casa;Campo Grande;2;0;0;116;1100.0;0.0;0.0;9.48;Casa
Casa;Centro;2;0;0;207;4000.0;0.0;0.0;19.32;Casa
Casa;Campo Grande;3;0;1;140;1500.0;0.0;0.0;10.71;Casa
Apartamento;Campo Grande;3;0;0;52;900.0;0.0;0.0;17.31;Apartmento
Casa;Taquara;3;3;0;280;4000.0;0.0;1200.0;14.29;Casa
Apartamento;Copacabana;3;0;0;130;4600.0;0.0;0.0;35.38;Apartmento
Casa;Rocha Miranda;1;0;0;44;700.0;0.0;0.0;15.91;Casa
Casa;Andaraí;3;1;0;75;2950.0;0.0;0.0;39.33;Casa
Casa de Vila;Quintino Bocaiúva;2;0;0;58;1000.0;0.0;0.0;17.24;Casa
Apartamento;Guadalupe;1;0;0;40;550.0;0.0;0.0;13.75;Apartmento
Casa;Engenho Novo;1;0;0;40;450.0;0.0;0.0;11.25;Casa
Apartamento;Bonsucesso;1;0;0;60;1000.0;0.0;0.0;16.67;Apartmento
Apartamento;Flamengo;2;0;0;59;3500.0;0.0;0.0;59.32;Apartmento
Casa;Maracanã;4;2;1;240;6500.0;0.0;700.0;27.08;Casa
Casa;Campo Grande;2;1;2;86;1500.0;0.0;0.0;17.44;Casa
Casa;Vila da Penha;2;1;0;80;1500.0;0.0;0.0;18.75;Casa
Casa de Vila;Riachuelo;3;0;0;73;850.0;0.0;0.0;11.64;Casa
Apartamento;Cascadura;3;0;1;70;1200.0;0.0;0.0;17.14;Apartmento
Casa;Campo Grande;1;0;0;50;600.0;0.0;0.0;12.0;Casa
Casa de Vila;Pavuna;2;0;0;55;600.0;0.0;0.0;10.91;Casa
Casa;Recreio dos Bandeirantes;4;2;2;352;6500.0;0.0;0.0;18.47;Casa
Casa;Bento Ribeiro;2;1;0;60;1400.0;0.0;0.0;23.33;Casa
Casa;Centro;5;0;1;160;5000.0;0.0;80.0;31.25;Casa
